S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,Ethylene_ppm,Methane_ppm
2267.15,1797.91,1029.33,1167.86,659.08,903.48,1083.25,1163.2,3354.2,2705.77,947.19,801.88,642.46,606.27,1032.9,799.41,0.0,233.33
2300.79,1794.97,3853.75,4279.41,3870.01,5048.86,3439.2,4034.45,3187.1,2536.98,2446.32,2543.9,3433.91,3802.71,2327.2,2101.63,0.0,240.0
2570.33,1750.31,4146.25,4615.0,3486.4,4404.61,3915.25,4423.55,3571.9,2836.1,3195.88,2935.01,3070.12,3402.56,3084.87,2562.11,0.0,66.67
2623.53,1739.3,4092.71,4495.69,3036.28,3797.75,3895.11,4348.1,3683.74,2908.92,3297.84,2939.91,2716.28,2988.61,3237.67,2630.8,8.33,113.33
2662.04,1745.14,3543.18,3894.48,2587.33,3239.95,3406.07,3787.84,3686.79,2918.15,2913.26,2521.91,2324.23,2519.61,2884.01,2319.79,6.67,73.33
2541.08,1733.7,2886.45,3117.27,1394.45,1668.41,2805.07,2999.05,3620.95,2878.07,2609.28,2149.98,1239.57,1345.63,2638.33,2051.78,6.67,0.0
2644.32,1685.72,3913.04,4336.05,3093.23,3957.61,3693.81,4171.38,3715.51,2935.55,3081.53,2757.48,2763.04,3027.71,3037.94,2473.86,6.67,113.33
2810.41,1687.05,4166.15,4586.2,3008.96,3778.57,3947.47,4414.41,3897.62,3102.73,3468.07,2986.41,2701.3,2958.2,3342.02,2714.97,8.33,106.67
2751.39,1690.61,4063.68,4437.11,2729.99,3411.92,3976.66,4396.85,3836.9,3046.8,3437.73,2966.4,2451.61,2663.08,3461.58,2762.25,10.0,80.0
2416.64,1693.06,3175.22,3513.69,2782.69,3565.91,3066.78,3530.36,3367.86,2667.78,2142.05,2176.46,2525.48,2712.86,2352.23,2003.28,10.0,100.0
2957.92,1714.01,4221.56,4700.32,3674.0,4822.32,3825.07,4358.83,4034.13,3201.55,3189.64,2912.72,3329.57,3624.27,2906.75,2443.54,0.0,206.67
2495.68,1691.94,3798.06,4075.92,1123.58,1329.73,4215.64,4449.67,3590.21,2842.27,3814.5,3067.06,1003.46,1069.47,4060.14,3132.69,16.67,0.0
2448.59,1610.64,1023.59,1140.93,548.91,802.83,1110.11,1169.28,3435.97,2761.71,1029.13,832.92,508.85,489.65,1118.55,845.16,0.0,0.0
2458.68,1742.0,1059.71,1159.75,518.03,782.54,1115.13,1184.13,3434.21,2758.0,1061.1,849.56,481.6,481.6,1138.71,859.15,0.0,0.0
2265.19,1736.61,2366.4,2668.3,2206.46,2834.49,2199.19,2552.1,3283.75,2619.9,1609.76,1640.11,1992.27,2119.54,1653.14,1424.11,8.33,66.67
2611.36,1768.09,3366.98,3738.82,2580.63,3249.09,3105.8,3480.78,3592.62,2864.86,2765.69,2404.85,2314.11,2515.79,2564.67,2081.41,0.0,83.33
2893.48,1622.72,3196.16,3429.21,1163.8,1378.62,3324.95,3519.04,3913.67,3111.12,3181.44,2527.27,1071.47,1117.95,3219.73,2497.97,10.0,0.0
2287.75,1633.06,2531.36,2825.12,2397.34,3087.66,2323.99,2697.89,3354.78,2693.69,1693.72,1709.1,2196.28,2320.53,1696.62,1446.46,0.0,73.33
2800.27,1704.19,4158.31,4543.73,2782.96,3446.85,4037.33,4454.77,3902.65,3100.49,3552.74,3039.33,2485.77,2714.44,3510.13,2806.14,8.33,106.67
2386.35,1640.11,984.57,1095.46,531.37,797.13,1070.87,1135.48,3380.96,2721.29,967.71,803.21,518.39,497.0,1083.85,821.47,10.0,0.0
2377.61,1689.72,1410.95,1550.83,834.07,1075.26,1334.75,1446.24,3453.03,2756.95,1212.91,1024.19,783.87,799.03,1260.17,956.95,0.0,0.0
2991.9,1626.45,3425.69,3809.84,2531.1,3208.64,3155.75,3513.69,3966.49,3160.54,2910.0,2461.97,2309.91,2476.65,2658.38,2133.18,0.0,73.33
2478.93,1620.96,2667.0,2974.34,2423.42,3118.95,2459.44,2871.06,3497.66,2760.65,1877.51,1834.27,2199.43,2359.69,1874.07,1580.87,0.0,73.33
2550.56,1616.12,1282.92,1442.19,606.09,835.6,1308.46,1403.54,3571.9,2879.69,1323.05,1018.85,528.84,548.73,1337.26,1009.57,0.0,0.0
2949.73,1683.05,4213.34,4509.39,1245.13,1434.31,4320.68,4579.97,4039.26,3227.41,4234.74,3334.49,1128.82,1195.34,4159.29,3229.69,0.0,0.0
2305.97,1597.92,3899.82,4368.23,3864.69,5160.26,3504.19,4097.89,3471.03,2758.8,2459.69,2555.43,3505.97,3826.63,2393.34,2118.58,0.0,233.33
2836.91,1757.05,3709.39,3975.71,1158.94,1346.68,3882.55,4125.76,3811.4,3044.86,3699.0,2920.86,1032.5,1106.49,3751.12,2905.94,13.33,0.0
2393.34,1653.8,1506.48,1679.05,1000.11,1270.29,1313.25,1431.34,3316.57,2649.78,1211.07,1075.26,917.04,918.2,1129.83,899.8,0.0,0.0
2402.85,1743.12,2560.82,2876.72,2237.82,2839.05,2422.91,2760.92,3421.29,2711.02,1894.53,1814.93,2027.25,2153.1,1886.02,1568.23,0.0,66.67
2871.87,1718.48,4125.44,4434.39,1220.89,1403.96,4251.58,4475.89,3974.43,3182.0,4165.17,3287.77,1092.46,1160.97,4075.92,3173.24,0.0,0.0
2954.1,1713.12,4192.33,4490.91,1173.55,1358.43,4339.73,4581.7,4100.48,3251.95,4180.86,3323.21,1050.76,1127.61,4213.01,3253.38,0.0,0.0
2463.23,1645.85,2950.55,3299.28,2735.79,3527.68,2686.61,3149.84,3508.05,2784.02,2016.19,1994.14,2490.09,2674.05,2007.97,1710.89,0.0,100.0
2815.75,1695.51,4237.38,4640.77,2997.95,3763.44,4057.89,4504.93,3929.45,3106.36,3510.72,3035.73,2701.04,2973.52,3455.98,2773.12,8.33,106.67
2357.2,1742.45,2750.33,3099.38,2431.96,3194.46,2694.21,3088.21,3437.44,2750.59,1905.82,1930.33,2209.61,2348.01,2098.78,1771.92,6.67,76.67
2369.39,1709.99,3699.0,4184.46,3725.62,4952.18,3358.55,3931.97,3348.69,2676.41,2344.29,2469.05,3374.55,3662.75,2294.39,2041.16,0.0,233.33
2093.77,1897.29,3565.31,3995.44,3512.5,4609.44,3228.27,3732.98,3130.45,2472.09,2336.11,2406.36,3124.0,3426.57,2244.41,2008.68,0.0,0.0
2662.56,1632.4,3085.98,3315.13,996.37,1210.04,3340.57,3535.42,3685.88,2939.64,3182.85,2495.42,901.54,943.68,3247.09,2512.22,11.67,0.0
2384.1,1646.29,1087.45,1213.93,673.34,923.64,1136.29,1223.35,3395.54,2725.5,1018.85,834.26,636.57,618.55,1076.06,831.2,0.0,0.0
2388.85,1640.33,2916.79,3267.69,2752.97,3521.42,2651.35,3085.15,3421.59,2722.08,1946.57,1943.32,2461.21,2663.34,1928.71,1659.11,0.0,100.0
2433.97,1657.78,2737.11,3061.78,2607.21,3386.2,2488.82,2905.39,3353.33,2679.02,1804.49,1854.82,2390.59,2557.23,1788.41,1543.23,0.0,0.0
2862.44,1620.08,4181.19,4565.11,2495.93,3094.63,3930.39,4293.69,3875.65,3065.95,3584.81,3045.97,2217.87,2395.59,3473.09,2773.92,10.0,0.0
2234.41,1865.36,2666.21,2841.47,904.64,1117.34,3048.46,3220.86,3358.84,2696.05,2640.67,2163.93,819.0,864.72,2969.96,2286.77,10.0,0.0
2901.06,1607.13,2509.93,2753.77,809.86,1032.5,2401.6,2495.68,3881.3,3115.87,2681.38,2033.37,730.94,759.13,2378.61,1803.81,0.0,0.0
2702.09,1690.16,4533.41,4943.81,3034.9,3733.91,4367.9,4848.11,3788.77,3007.3,3829.74,3254.23,2729.72,2980.37,3776.4,3025.5,11.67,100.0
2286.77,1874.3,1299.52,1429.21,575.6,807.96,1315.13,1385.16,3369.89,2713.92,1319.92,1048.97,535.7,529.74,1349.4,996.96,0.0,0.0
2663.34,1753.45,3763.75,4149.84,2895.91,3670.04,3593.52,4017.8,3712.45,2946.18,2983.12,2658.12,2613.69,2850.33,2967.5,2427.44,6.67,100.0
2291.2,1698.62,2272.05,2586.04,2447.58,3179.18,2290.46,2702.88,3302.16,2645.36,1452.0,1591.58,2210.59,2344.54,1624.47,1434.53,0.0,90.0
2310.9,1698.62,1289.34,1447.52,860.11,1127.01,1202.07,1334.33,3304.75,2636.52,1109.1,942.7,811.38,802.64,1087.45,852.25,0.0,0.0
2594.29,1765.61,3861.88,4289.04,3127.36,3945.25,3715.2,4183.81,3615.81,2871.87,3030.75,2761.45,2767.81,3057.06,3005.38,2451.11,6.67,133.33
2904.85,1751.88,3787.53,4062.07,1155.29,1331.4,3917.46,4177.92,3908.63,3103.01,3786.91,2997.67,1044.4,1115.94,3785.99,2931.74,13.33,0.0
2511.45,1617.44,1184.13,1311.79,576.33,824.33,1238.13,1316.17,3503.89,2826.45,1209.63,945.82,525.41,529.2,1272.15,941.14,6.67,0.0
2179.6,2007.74,956.36,1053.74,563.96,829.87,1016.68,1087.05,3252.23,2597.91,903.67,756.11,543.84,532.09,993.61,764.78,0.0,0.0
2702.35,1734.37,4053.06,4501.85,3318.02,4294.36,3819.47,4317.01,3709.7,2949.73,3094.35,2830.2,2989.98,3265.68,3079.02,2512.47,6.67,150.0
2741.6,1747.83,3206.09,3474.28,1060.31,1241.01,3337.39,3559.92,3733.29,2989.7,3225.7,2533.15,945.82,1005.03,3244.52,2495.17,13.33,0.0
2759.33,1797.91,3142.25,3392.92,1193.09,1377.15,3191.63,3364.08,3721.33,2967.22,3106.64,2480.45,1085.65,1153.47,3057.34,2364.41,8.33,0.0
3013.64,1621.62,3625.78,3925.34,1688.39,1983.62,3518.15,3804.88,3983.66,3134.66,3347.82,2719.18,1513.6,1616.12,3322.35,2585.78,10.0,0.0
2350.0,1663.31,1887.16,2102.35,1248.83,1551.04,1573.02,1753.23,3302.16,2649.0,1462.05,1303.05,1124.19,1149.62,1328.9,1085.65,0.0,0.0
2218.84,1821.07,1070.47,1226.02,768.93,1045.0,1076.06,1174.57,3134.66,2533.92,973.78,818.81,752.91,726.07,1008.98,798.46,6.67,83.33
2351.98,1718.71,2973.79,3344.05,2858.94,3831.61,2804.8,3247.66,3396.71,2719.71,1959.59,2044.22,2605.92,2819.23,2031.25,1760.2,0.0,133.33
2167.78,1880.5,2830.2,3189.08,2707.61,3575.2,2602.56,3030.2,3312.82,2637.03,1864.44,1917.83,2449.09,2621.98,1877.28,1641.21,0.0,113.33
2540.06,1767.64,2959.56,3193.33,982.8,1206.36,3284.61,3467.48,3574.0,2852.21,3007.85,2421.91,910.64,939.2,3180.02,2463.74,10.0,0.0
2675.1,1735.49,3646.36,4029.64,2822.17,3577.3,3511.31,3961.42,3696.55,2927.12,2935.83,2620.16,2558.0,2769.94,2938.82,2378.61,6.67,100.0
2397.34,1648.06,914.9,1025.77,619.1,881.08,910.83,971.62,3341.44,2672.74,812.52,689.49,595.3,572.14,871.83,668.7,0.0,0.0
2624.05,1726.76,2807.2,3035.73,990.66,1201.66,2941.82,3124.56,3636.36,2911.36,2806.4,2240.26,898.45,932.0,2854.9,2187.57,8.33,150.0
2206.95,1912.75,1485.62,1598.14,628.84,882.81,1759.3,1877.74,3128.49,2518.34,1443.26,1252.34,593.83,595.3,1757.5,1369.36,6.67,0.0
2492.12,1742.0,3739.13,4102.42,2698.68,3386.5,3710.0,4106.95,3536.92,2803.73,3142.81,2746.62,2446.57,2671.96,3176.35,2567.5,8.33,120.0
2126.71,1843.86,4045.68,4519.67,4079.15,5433.7,3604.96,4249.6,3305.61,2594.81,2562.11,2680.07,3671.87,4043.75,2446.82,2211.31,0.0,286.67
2590.42,1767.64,2945.64,3265.39,2572.13,3342.6,3331.02,3757.59,3589.61,2854.09,2601.01,2254.67,2402.35,2541.59,2838.78,2280.88,6.67,153.33
2106.64,1885.79,1143.15,1284.16,737.32,971.04,1120.56,1195.74,3050.96,2471.08,1012.33,868.18,680.76,686.52,1043.01,805.68,0.0,183.33
2336.36,1910.44,2067.17,2268.37,704.39,902.51,2144.45,2235.88,3261.1,2646.4,2188.3,1726.31,644.31,670.19,2102.11,1606.91,0.0,0.0
2843.08,1604.71,3153.78,3413.09,1077.26,1277.74,3303.6,3506.27,3957.93,3154.06,3187.66,2516.04,978.09,1025.18,3223.14,2470.82,10.0,0.0
2473.1,1666.63,1204.93,1345.21,598.77,843.05,1251.51,1317.84,3520.23,2837.71,1217.62,959.29,555.61,549.99,1260.17,955.58,10.0,0.0
2304.0,1803.81,2446.06,2747.42,1726.76,2124.56,1945.17,2195.56,3197.86,2538.52,1791.35,1680.16,1517.91,1597.7,1532.18,1275.67,0.0,0.0
2610.58,1674.62,4189.7,4592.78,3405.77,4354.13,3905.17,4409.68,3702.36,2901.6,3162.52,2905.12,3058.73,3344.63,3114.47,2566.99,6.67,153.33
2558.0,1612.83,1268.85,1402.27,609.93,862.99,1295.57,1387.27,3598.94,2872.41,1282.3,1001.49,588.36,583.8,1307.21,986.14,0.0,0.0
2742.92,1767.64,4183.48,4581.01,2772.33,3406.07,4037.33,4462.26,3728.69,2968.32,3575.5,3045.97,2488.57,2717.07,3495.88,2802.4,10.0,83.33
2354.72,1675.06,1304.72,1451.79,816.52,1061.9,1231.56,1351.92,3335.07,2679.81,1135.48,943.09,760.82,773.09,1159.95,889.56,0.0,0.0
2653.17,1733.03,4288.37,4721.81,3449.5,4425.58,4120.24,4613.26,3741.59,2942.91,3369.6,3056.23,3087.1,3429.51,3345.5,2739.49,8.33,170.0
2675.62,1707.09,4214.98,4519.33,1212.09,1396.14,4402.59,4651.94,3768.68,3021.64,4249.93,3340.28,1072.07,1161.98,4189.7,3284.32,16.67,0.0
2541.34,1936.36,4169.41,4446.61,1144.37,1304.3,4306.0,4584.12,3515.48,2809.61,4235.73,3403.43,1040.23,1137.29,4166.15,3236.81,16.67,0.0
2269.11,1690.61,2601.27,2908.11,1906.05,2396.84,2169.95,2444.55,3393.79,2694.74,1872.01,1777.11,1668.63,1792.93,1723.62,1424.11,0.0,0.0
2297.35,1730.56,1795.65,2034.32,2785.88,3859.69,2258.82,2794.4,3318.59,2641.46,1274.64,1334.12,2643.54,2788.81,1568.23,1423.26,0.0,233.33
2895.37,1608.0,3183.98,3426.87,1116.14,1334.75,3310.8,3516.66,3887.26,3095.19,3186.53,2523.19,1017.86,1056.92,3221.72,2504.32,10.0,0.0
2303.5,1633.94,2540.06,2858.13,2399.85,3081.53,2317.32,2706.03,3359.72,2681.11,1722.06,1738.18,2161.76,2296.61,1676.17,1459.91,0.0,73.33
2626.13,1729.0,3855.94,4223.54,2444.55,2969.69,3619.74,3976.34,3706.33,2921.41,3170.14,2774.98,2139.89,2350.99,3139.15,2503.31,8.33,0.0
2794.94,1686.16,4515.56,4942.0,3039.6,3748.97,4358.5,4825.54,3861.25,3066.22,3846.26,3314.55,2756.15,2991.9,3756.35,3011.16,11.67,100.0
2387.85,1653.8,868.76,981.63,603.89,856.47,886.09,963.21,3322.92,2685.04,801.88,672.97,569.78,555.25,839.23,652.43,0.0,0.0
2349.0,1778.24,890.33,990.47,561.78,827.19,961.64,1012.73,3308.21,2661.51,825.67,701.78,542.39,520.73,903.67,708.68,0.0,0.0
2460.45,1603.4,1118.15,1226.63,572.32,845.54,1189.83,1256.05,3443.32,2788.01,1128.42,904.06,551.81,523.25,1196.76,924.41,0.0,133.33
2814.15,1741.32,2506.87,2724.71,900.77,1119.96,2630.28,2792.8,3796.51,3039.05,2529.06,2003.99,827.0,863.18,2581.91,1983.62,6.67,0.0
2963.12,1765.61,2857.05,3125.68,867.03,1071.87,2644.32,2752.71,3996.4,3231.11,3022.19,2275.72,775.92,822.43,2566.47,1988.99,0.0,0.0
2795.2,1663.98,2284.56,2520.89,796.56,1021.62,2156.47,2239.29,3861.88,3100.21,2397.34,1816.98,743.7,757.24,2129.59,1619.64,0.0,0.0
2317.32,1644.3,2751.39,3091.84,2704.45,3527.08,2559.54,2993.82,3361.75,2691.85,1721.16,1860.32,2454.9,2629.76,1809.48,1583.93,0.0,103.33
2669.61,1759.3,3607.37,3958.24,2662.56,3323.21,3486.99,3885.37,3659.4,2889.15,2898.89,2590.68,2402.35,2628.2,2926.84,2354.22,6.67,83.33
2303.5,1604.5,3922.82,4355.81,3865.32,5143.82,3492.62,4111.81,3482.85,2765.96,2492.63,2572.9,3482.85,3808.91,2418.64,2133.9,0.0,233.33
2257.36,1733.03,2369.39,2679.02,2205.49,2844.15,2197.49,2554.4,3282.03,2609.28,1613.27,1644.97,1998.36,2128.39,1654.02,1410.95,8.33,66.67
2228.08,1717.81,991.65,1117.95,657.23,904.06,1003.06,1095.86,3258.52,2639.37,901.74,763.27,620.02,600.23,952.07,753.1,0.0,0.0
2396.34,1706.42,3353.04,3574.0,1109.7,1315.96,3935.45,4170.07,3453.92,2752.71,3206.94,2700.78,991.45,1057.52,3744.35,2904.58,16.67,0.0
2703.4,1696.84,4045.35,4425.92,2938.82,3691.67,3839.71,4282.73,3835.03,3033.79,3270.27,2881.04,2649.52,2861.09,3249.09,2616.79,8.33,100.0
2370.39,1599.68,977.51,1103.68,674.64,911.22,990.47,1087.85,3368.44,2708.66,879.34,742.95,626.08,625.53,949.92,737.32,0.0,0.0
2318.3,1712.9,3903.6,4343.41,3368.73,4283.72,3278.58,3759.74,3325.53,2648.74,2569.04,2567.76,2865.94,3190.49,2303.26,2016.66,0.0,0.0
2836.91,1604.06,3191.91,3449.79,1155.49,1333.7,3353.62,3532.74,3943.04,3123.16,3192.19,2536.47,1061.1,1118.95,3236.24,2499.24,10.0,0.0
2354.47,1703.08,3805.81,4260.85,3980.79,5268.39,3497.96,4146.9,3410.46,2719.44,2254.42,2495.68,3548.86,3912.1,2354.47,2103.07,0.0,273.33
2322.75,1911.59,2867.29,3056.51,920.53,1109.3,3197.86,3369.89,3279.73,2614.72,2887.53,2372.63,819.38,882.43,3142.81,2408.61,10.0,0.0
2600.49,1730.56,3244.8,3529.46,1542.8,1804.94,3144.78,3384.75,3667.61,2905.12,2958.2,2425.93,1367.04,1483.04,2924.4,2282.6,8.33,0.0
2605.4,1695.51,1325.35,1471.89,601.33,844.2,1332.87,1413.92,3622.15,2881.31,1329.94,1038.84,574.87,575.23,1355.07,1014.5,0.0,0.0
2451.61,1672.84,2903.5,3273.13,2855.98,3829.12,2802.93,3283.18,3473.68,2762.25,1860.09,1989.93,2623.79,2785.08,2000.94,1761.78,0.0,133.33
2231.73,1723.85,1000.3,1120.97,670.19,914.32,1008.19,1081.65,3248.52,2635.74,896.51,771.96,631.6,610.67,963.99,731.5,0.0,0.0
2442.03,1731.46,1424.96,1592.45,871.26,1114.93,1375.04,1488.19,3406.65,2738.7,1251.72,1047.18,805.68,821.66,1291.42,991.06,0.0,0.0
2783.49,1711.56,2023.25,2225.41,721.95,945.63,1968.21,2034.08,3627.29,2909.73,2112.13,1622.06,658.89,677.23,1954.7,1465.9,0.0,0.0
2965.58,1729.44,3099.65,3427.45,903.86,1101.47,2947.55,3072.62,3982.39,3198.99,3290.07,2490.34,803.21,847.27,2876.45,2199.43,0.0,0.0
2417.64,1730.34,2930.11,3099.93,964.77,1198.6,3250.23,3425.4,3563.81,2818.96,2908.38,2357.95,878.19,920.14,3136.06,2431.71,10.0,0.0
2358.69,1743.34,2472.85,2773.12,2225.65,2828.86,2345.03,2679.02,3348.98,2681.38,1748.73,1719.6,2008.44,2128.15,1798.14,1507.13,8.33,66.67
2427.18,1734.82,1004.64,1122.17,520.91,780.27,1092.05,1138.3,3390.58,2729.19,1020.43,833.88,488.94,473.56,1115.33,831.97,0.0,0.0
2531.87,1624.04,2618.87,2802.93,929.27,1174.57,3077.07,3227.98,3525.89,2838.78,2665.95,2160.32,838.85,872.22,2994.1,2325.96,10.0,0.0
2651.87,1796.78,3115.59,3382.41,1400.79,1631.3,3081.53,3301.58,3661.53,2915.16,2905.39,2375.37,1251.3,1332.03,2904.31,2252.96,8.33,0.0
2996.02,1603.18,3252.52,3534.53,1677.06,2147.33,3467.48,3766.83,3938.29,3140.84,3171.83,2565.19,1697.06,1662.21,3309.94,2584.49,10.0,86.67
2228.81,1703.08,1150.84,1288.51,714.66,960.47,1145.17,1240.6,3293.81,2634.44,1010.95,858.38,693.77,671.48,1061.1,825.48,0.0,0.0
2862.44,1624.91,4364.54,4685.92,1229.71,1442.41,4532.04,4813.39,3941.77,3139.15,4408.33,3486.4,1107.29,1187.38,4360.51,3389.12,18.33,0.0
2499.75,1613.71,1186.98,1308.88,565.96,819.57,1218.23,1294.53,3550.35,2822.97,1191.46,941.14,524.33,523.25,1233.41,926.36,0.0,0.0
2604.89,1681.05,3699.0,3931.03,1212.7,1414.98,4158.64,4405.29,3577.9,2843.35,3691.98,2964.76,1083.25,1143.35,3971.89,3109.16,16.67,0.0
2036.67,1826.07,1039.04,1173.75,704.02,953.24,1007.2,1099.67,3206.09,2574.19,919.95,790.31,662.41,643.94,925.97,726.63,0.0,0.0
2057.93,1877.74,1171.72,1320.55,758.56,985.75,1116.14,1219.05,3070.67,2463.74,1034.28,880.5,711.3,714.66,1031.31,801.5,0.0,0.0
2150.22,1866.96,1569.31,1754.58,1007.4,1302.01,1368.51,1504.76,3268.55,2608.77,1253.78,1119.96,924.03,942.7,1204.73,952.26,0.0,0.0
2290.46,1637.47,2617.83,2913.26,2430.7,3114.47,2404.35,2796.0,3344.63,2680.85,1744.02,1778.01,2221.76,2350.49,1745.59,1522.66,8.33,73.33
2370.64,1656.9,3054.84,3391.75,2793.07,3580.0,2888.07,3345.21,3405.48,2709.97,2048.48,2078.8,2546.46,2744.77,2122.65,1824.25,10.0,220.0
2427.44,1711.56,1263.89,1416.47,786.33,1039.44,1251.72,1358.01,3424.23,2729.46,1138.3,956.95,746.14,737.32,1158.33,907.15,0.0,0.0
2522.68,1626.67,2911.09,3144.5,1094.46,1307.0,3229.97,3431.86,3546.47,2827.53,2822.17,2298.33,1010.75,1041.62,3076.24,2388.35,10.0,0.0
2551.33,1768.76,2930.65,3253.09,2501.78,3187.1,2708.13,3104.96,3520.83,2786.41,2205.98,2051.55,2276.46,2447.58,2156.23,1770.57,0.0,83.33
2728.4,1924.31,4210.71,4489.88,1162.99,1316.79,4340.4,4586.55,3685.27,2946.73,4283.39,3413.68,1032.11,1146.39,4237.05,3284.9,0.0,0.0
2854.09,1625.35,3163.08,3411.04,1065.29,1267.19,3308.5,3509.53,3972.85,3155.19,3184.55,2512.47,973.58,1042.61,3234.25,2495.42,10.0,0.0
2197.49,1820.16,1646.73,1834.73,1084.05,1356.54,1417.74,1562.13,3129.05,2513.49,1323.68,1169.49,966.73,997.55,1249.04,987.71,0.0,0.0
2462.98,1617.44,1244.3,1381.78,579.79,832.35,1309.29,1381.99,3486.11,2794.4,1283.54,1013.52,536.61,534.98,1332.87,1014.11,0.0,0.0
2135.58,1857.34,1146.18,1283.95,740.13,985.36,1100.07,1194.11,3235.96,2593.0,1006.02,869.72,688.01,691.54,1026.36,791.44,0.0,0.0
2246.12,1891.77,1371.25,1516.62,575.96,788.6,1402.27,1484.76,3182.0,2569.82,1441.34,1130.84,528.3,522.53,1429.63,1077.66,0.0,0.0
2818.43,1746.04,3381.25,3638.48,1027.55,1228.07,3507.75,3723.48,3788.77,3047.08,3437.14,2707.61,908.7,958.71,3410.16,2619.9,10.0,0.0
2195.32,1671.73,1980.11,2209.37,1314.5,1647.84,1656.45,1834.27,3308.21,2631.32,1575.64,1362.84,1179.45,1221.51,1388.53,1116.34,0.0,0.0
2379.36,1650.04,2911.09,3257.95,2736.05,3508.94,2640.67,3082.92,3419.83,2724.71,1934.96,1939.14,2472.09,2664.65,1922.23,1662.21,0.0,100.0
2291.44,1731.01,1814.7,2032.9,1204.73,1501.1,1575.64,1737.96,3303.02,2641.72,1466.97,1293.29,1068.87,1123.78,1375.04,1079.45,0.0,0.0
2433.22,1673.73,1689.05,1826.3,764.41,1027.95,2075.47,2235.63,3480.48,2777.37,1601.21,1368.3,712.6,710.92,2052.02,1612.83,10.0,0.0
2353.72,1783.89,892.65,1014.31,599.5,841.91,944.46,1029.33,3302.16,2664.91,857.04,722.89,546.55,537.33,907.93,709.43,0.0,0.0
2408.86,1685.27,2649.0,2987.78,2625.09,3421.59,2480.45,2901.06,3335.94,2660.99,1654.68,1807.66,2380.61,2525.48,1736.39,1531.1,0.0,100.0
2353.97,1753.68,1863.98,2039.98,1000.9,1246.77,1962.15,2160.8,3311.96,2637.55,1589.17,1399.31,928.5,962.03,1804.03,1431.76,8.33,0.0
2347.76,1637.69,1764.93,1961.22,1152.25,1429.21,1528.93,1690.83,3356.52,2695.53,1390.22,1245.33,1062.1,1077.66,1308.67,1043.21,0.0,0.0
2345.53,1768.09,2758.27,3127.92,2642.5,3453.33,2524.21,2943.18,3356.52,2691.07,1813.11,1867.19,2384.35,2560.82,1815.16,1599.68,0.0,100.0
2497.71,1713.79,2572.13,2867.82,1772.6,2175.74,2110.22,2363.67,3527.97,2779.5,1944.48,1751.2,1533.26,1641.43,1722.73,1399.1,0.0,0.0
2317.81,1702.19,4128.36,4611.52,4134.21,5482.7,3656.06,4308.67,3362.33,2649.52,2604.11,2720.76,3694.42,4089.16,2494.41,2238.31,0.0,273.33
2961.48,1623.38,4447.29,4743.71,1257.49,1454.35,4546.49,4830.91,4029.0,3199.56,4499.8,3538.71,1139.72,1207.38,4394.83,3413.97,18.33,0.0
2331.9,1781.4,1760.88,1953.07,1119.76,1424.11,1517.26,1676.17,3304.46,2641.72,1407.78,1240.4,1031.31,1057.12,1294.74,1045.0,0.0,0.0
2759.86,1683.72,3860.0,4261.84,2994.1,3858.75,3660.01,4125.76,3843.76,3028.54,3060.67,2727.88,2724.45,2954.92,3022.19,2467.79,6.67,123.33
2371.88,1599.46,2963.39,3330.15,3280.02,4361.52,2974.62,3516.37,3425.69,2708.39,1760.65,2026.31,3000.7,3231.68,2001.64,1798.82,0.0,183.33
3163.36,1713.34,3763.75,4026.12,1102.28,1316.58,3881.92,4121.22,4196.92,3324.95,3793.1,2980.1,982.02,1047.58,3806.12,2946.18,13.33,0.0
2443.8,1598.14,1430.27,1580.65,2061.72,2990.8,1619.42,1930.56,3361.75,2729.19,1127.61,1047.38,2087.83,2043.99,1284.37,1096.26,0.0,183.33
2203.79,1807.44,2517.57,2840.66,2387.6,3053.73,2359.69,2722.6,3234.82,2570.07,1752.33,1767.86,2157.91,2279.65,1755.7,1499.37,0.0,83.33
2434.48,1687.5,2898.35,3258.81,2714.18,3466.3,2661.78,3080.13,3446.85,2735.79,1983.38,1984.55,2444.8,2604.63,1951.68,1689.94,0.0,100.0
2646.4,1623.38,2682.95,2874.57,895.74,1113.52,2851.14,2991.08,3685.27,2945.64,2724.98,2150.7,791.25,847.65,2786.68,2137.5,0.0,0.0
2383.6,1698.4,3085.98,3472.8,2913.53,3817.92,2872.41,3319.75,3529.17,2802.4,2104.97,2111.65,2612.13,2838.25,2098.78,1803.35,0.0,133.33
2269.35,1717.14,3129.89,3509.83,3032.14,3912.73,2882.12,3349.27,3321.19,2653.43,2075.0,2134.86,2714.18,2968.87,2038.09,1784.34,6.67,136.67
2531.87,1761.55,2521.4,2673.01,908.9,1161.98,3040.71,3234.25,3486.7,2795.2,2430.7,2062.43,818.81,856.47,2969.96,2310.9,11.67,0.0
2341.31,1782.3,1870.4,2083.55,1218.02,1493.35,1581.53,1750.31,3306.19,2635.48,1490.13,1309.92,1088.25,1133.46,1348.78,1074.46,0.0,0.0
2358.19,1628.88,2594.81,2911.09,2429.95,3083.75,2385.35,2768.88,3385.91,2710.76,1775.3,1779.82,2189.51,2327.45,1750.98,1500.66,0.0,73.33
