PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1,CE,CP,SE,Hydraulic_accumulator
158.68,107.55,1.8,0.0,9.06,8.98,2451.22,6.68,9.66,45.63,50.58,47.86,41.11,0.62,28.02,1.76,60.12,130.0
158.72,107.59,1.79,0.0,9.06,8.98,2452.09,6.68,9.66,45.62,50.57,47.85,41.1,0.62,27.97,1.76,60.12,130.0
158.7,107.56,1.8,0.0,9.06,8.98,2454.3,6.67,9.65,45.61,50.56,47.83,41.06,0.62,28.01,1.76,60.02,130.0
158.7,107.56,1.79,0.0,9.05,8.97,2453.75,6.68,9.65,45.6,50.54,47.81,41.07,0.61,27.94,1.75,60.04,130.0
158.64,107.7,1.79,0.0,9.05,8.97,2447.72,6.67,9.65,45.59,50.53,47.81,41.03,0.61,28.06,1.76,60.23,130.0
158.66,107.71,1.8,0.0,9.06,8.98,2447.36,6.68,9.65,45.57,50.52,47.8,41.07,0.61,27.94,1.75,60.27,130.0
158.64,107.69,1.8,0.0,9.06,8.98,2446.37,6.68,9.65,45.58,50.51,47.77,41.02,0.61,28.11,1.76,60.33,130.0
158.66,107.72,1.81,0.0,9.06,8.98,2448.38,6.68,9.66,45.55,50.51,47.81,41.05,0.61,28.09,1.75,60.36,130.0
158.67,107.73,1.81,0.0,9.06,8.98,2451.6,6.69,9.66,45.56,50.5,47.8,41.09,0.61,27.94,1.75,60.37,130.0
158.67,107.72,1.8,0.0,9.06,8.98,2454.46,6.68,9.66,45.56,50.49,47.77,41.06,0.61,27.97,1.75,60.27,130.0
158.67,107.72,1.81,0.0,9.07,8.99,2455.45,6.67,9.66,45.56,50.5,47.77,41.0,0.6,28.15,1.76,59.95,130.0
158.65,107.69,1.81,0.0,9.06,8.98,2454.2,6.66,9.66,45.55,50.5,47.77,41.0,0.6,27.96,1.76,59.9,130.0
158.67,107.71,1.81,0.0,9.06,8.98,2454.8,6.68,9.66,45.52,50.48,47.76,41.0,0.6,27.88,1.76,60.24,130.0
158.68,107.72,1.81,0.0,9.07,8.99,2455.54,6.66,9.66,45.51,50.46,47.77,40.97,0.6,28.02,1.77,59.87,130.0
158.56,107.66,1.82,0.0,9.07,8.99,2458.04,6.66,9.67,45.42,50.41,47.75,40.94,0.6,28.21,1.77,59.78,115.0
158.64,107.63,1.81,0.0,9.07,8.99,2456.41,6.66,9.67,45.44,50.4,47.69,40.95,0.61,27.86,1.76,59.74,115.0
158.64,107.63,1.8,0.0,9.08,8.99,2455.8,6.66,9.67,45.43,50.4,47.67,40.92,0.61,27.92,1.76,59.72,115.0
158.61,107.62,1.8,0.0,9.07,8.99,2458.96,6.66,9.67,45.42,50.39,47.68,40.93,0.61,28.02,1.76,59.63,115.0
158.63,107.63,1.8,0.0,9.08,9.0,2459.22,6.66,9.67,45.41,50.39,47.65,40.93,0.6,27.95,1.75,59.66,115.0
158.63,107.62,1.81,0.0,9.08,9.0,2458.53,6.66,9.67,45.42,50.4,47.64,40.92,0.61,27.88,1.75,59.74,115.0
158.64,107.64,1.81,0.0,9.08,9.0,2453.83,6.67,9.67,45.41,50.39,47.64,40.89,0.61,27.99,1.76,60.03,115.0
158.63,107.63,1.8,0.0,9.08,9.0,2454.73,6.66,9.67,45.37,50.36,47.63,40.9,0.61,27.78,1.75,59.76,115.0
158.65,107.66,1.81,0.0,9.08,9.0,2454.94,6.66,9.67,45.37,50.33,47.62,40.92,0.61,27.85,1.75,59.78,115.0
158.65,107.65,1.81,0.0,9.08,9.0,2455.97,6.67,9.67,45.37,50.33,47.62,40.92,0.6,27.83,1.75,59.97,115.0
158.09,107.27,1.73,0.0,9.09,9.0,2483.34,6.38,9.68,45.31,50.29,47.59,40.9,0.61,27.7,1.74,56.48,115.0
158.28,106.66,1.73,0.0,9.09,9.01,2484.9,6.34,9.68,45.23,50.21,47.52,40.88,0.61,27.63,1.73,55.36,115.0
158.27,106.63,1.73,0.0,9.1,9.02,2484.16,6.35,9.69,45.18,50.17,47.44,40.77,0.61,27.91,1.74,55.62,115.0
158.31,106.66,1.73,0.0,9.11,9.02,2485.12,6.34,9.69,45.12,50.1,47.42,40.72,0.61,27.99,1.75,55.47,115.0
158.29,106.66,1.72,0.0,9.1,9.02,2487.88,6.33,9.69,45.1,50.06,47.4,40.68,0.61,27.95,1.75,55.2,115.0
158.29,106.69,1.73,0.0,9.11,9.03,2487.6,6.33,9.69,45.04,50.02,47.36,40.66,0.62,27.89,1.75,55.17,115.0
158.29,106.69,1.72,0.0,9.11,9.03,2486.98,6.33,9.69,45.0,49.98,47.29,40.62,0.61,27.83,1.74,55.22,115.0
158.31,106.71,1.72,0.0,9.11,9.03,2487.49,6.32,9.69,44.97,49.95,47.27,40.64,0.62,27.68,1.73,55.16,115.0
158.29,106.66,1.72,0.0,9.11,9.03,2487.33,6.34,9.69,44.96,49.93,47.24,40.6,0.61,27.81,1.74,55.37,115.0
158.28,106.7,1.72,0.0,9.11,9.03,2486.37,6.33,9.69,44.98,49.93,47.22,40.63,0.61,27.58,1.72,55.24,115.0
158.28,106.69,1.72,0.0,9.11,9.03,2485.61,6.33,9.69,44.98,49.92,47.22,40.6,0.61,27.69,1.73,55.27,115.0
158.16,106.91,1.72,0.0,9.11,9.03,2483.48,6.37,9.69,44.97,49.92,47.22,40.59,0.62,27.63,1.73,56.09,115.0
158.17,106.93,1.71,0.0,9.11,9.02,2479.8,6.37,9.69,44.99,49.91,47.21,40.59,0.62,27.62,1.73,56.17,115.0
158.2,106.96,1.72,0.0,9.1,9.02,2481.17,6.36,9.69,44.97,49.91,47.24,40.57,0.62,27.76,1.74,56.06,115.0
158.19,106.95,1.71,0.0,9.12,9.03,2483.48,6.37,9.69,44.94,49.9,47.2,40.47,0.62,28.15,1.76,56.13,115.0
158.22,106.97,1.73,0.0,9.12,9.03,2486.35,6.36,9.7,44.93,49.89,47.18,40.49,0.62,28.05,1.75,55.97,115.0
158.24,106.98,1.73,0.0,9.12,9.03,2487.01,6.36,9.7,44.95,49.88,47.17,40.54,0.62,27.69,1.73,56.04,115.0
158.22,106.96,1.73,0.0,9.11,9.03,2483.67,6.36,9.69,44.95,49.89,47.18,40.52,0.61,27.8,1.74,56.05,115.0
158.24,106.99,1.73,0.0,9.12,9.03,2483.42,6.36,9.69,44.9,49.88,47.19,40.45,0.61,27.99,1.76,56.06,115.0
158.24,107.0,1.73,0.0,9.12,9.03,2484.09,6.35,9.7,44.88,49.85,47.17,40.54,0.61,27.6,1.73,55.93,115.0
158.21,106.94,1.73,0.0,9.11,9.03,2484.24,6.36,9.7,44.89,49.84,47.17,40.51,0.61,27.79,1.74,55.99,115.0
158.14,107.17,1.73,0.0,9.11,9.03,2483.54,6.37,9.69,44.9,49.83,47.17,40.57,0.61,27.46,1.72,56.38,115.0
158.13,107.16,1.73,0.0,9.12,9.03,2483.17,6.37,9.69,44.92,49.84,47.15,40.52,0.61,27.66,1.73,56.38,115.0
158.16,107.19,1.73,0.0,9.12,9.03,2484.98,6.37,9.69,44.94,49.85,47.15,40.49,0.61,27.79,1.74,56.33,115.0
158.13,107.16,1.74,0.0,9.12,9.03,2486.37,6.38,9.69,44.94,49.85,47.16,40.5,0.59,27.6,1.74,56.35,115.0
158.15,107.17,1.73,0.0,9.12,9.03,2485.93,6.37,9.69,44.91,49.84,47.17,40.52,0.61,27.51,1.74,56.27,115.0
158.14,107.17,1.74,0.0,9.11,9.03,2484.62,6.37,9.69,44.91,49.84,47.15,40.51,0.61,27.44,1.73,56.35,115.0
158.14,107.17,1.74,0.0,9.11,9.03,2482.8,6.37,9.68,44.9,49.84,47.14,40.45,0.61,27.61,1.75,56.31,115.0
158.16,107.16,1.73,0.0,9.11,9.03,2481.04,6.37,9.69,44.9,49.83,47.14,40.47,0.61,27.51,1.74,56.46,115.0
158.15,107.17,1.73,0.0,9.12,9.03,2480.37,6.38,9.69,44.88,49.82,47.13,40.44,0.61,27.71,1.75,56.57,115.0
158.16,107.17,1.73,0.0,9.12,9.03,2480.71,6.38,9.69,44.85,49.81,47.13,40.43,0.62,27.59,1.75,56.49,115.0
158.1,107.3,1.73,0.0,9.12,9.04,2481.86,6.38,9.69,44.84,49.8,47.11,40.43,0.62,27.52,1.74,56.54,115.0
158.11,107.32,1.74,0.0,9.12,9.04,2484.71,6.37,9.69,44.85,49.79,47.1,40.43,0.61,27.72,1.74,56.43,115.0
158.13,107.33,1.73,0.0,9.12,9.04,2486.19,6.36,9.7,44.84,49.78,47.1,40.44,0.61,27.77,1.74,56.15,115.0
158.12,107.32,1.73,0.0,9.13,9.04,2486.6,6.37,9.7,44.86,49.79,47.08,40.43,0.61,27.6,1.74,56.35,115.0
158.1,107.33,1.73,0.0,9.13,9.05,2482.65,6.37,9.7,44.84,49.78,47.07,40.41,0.61,27.65,1.74,56.39,115.0
158.12,107.34,1.72,0.0,9.12,9.04,2481.75,6.36,9.7,44.84,49.77,47.07,40.43,0.61,27.68,1.74,56.31,115.0
158.11,107.32,1.72,0.0,9.12,9.04,2481.72,6.36,9.69,44.84,49.78,47.07,40.41,0.62,27.6,1.74,56.25,115.0
158.12,107.35,1.72,0.0,9.12,9.04,2481.52,6.37,9.69,44.83,49.78,47.08,40.41,0.61,27.58,1.74,56.46,115.0
158.13,107.35,1.73,0.0,9.12,9.03,2481.88,6.36,9.69,44.79,49.77,47.07,40.31,0.62,27.98,1.76,56.33,115.0
158.13,107.34,1.73,0.0,9.11,9.03,2481.48,6.37,9.69,44.79,49.76,47.04,40.39,0.62,27.67,1.74,56.45,115.0
158.37,107.5,1.77,0.0,9.12,9.03,2470.59,6.46,9.69,44.81,49.76,47.05,40.4,0.62,27.61,1.74,57.5,115.0
158.58,106.89,1.76,0.0,9.12,9.04,2473.63,6.42,9.69,44.83,49.77,47.02,40.42,0.62,27.36,1.72,56.41,115.0
158.56,106.87,1.76,0.0,9.12,9.03,2472.55,6.43,9.69,44.84,49.79,47.03,40.32,0.62,27.92,1.75,56.61,115.0
158.56,106.88,1.76,0.0,9.11,9.03,2469.04,6.42,9.68,44.82,49.79,47.06,40.33,0.62,27.98,1.76,56.53,115.0
158.6,106.93,1.74,0.0,9.11,9.03,2468.35,6.43,9.69,44.81,49.78,47.06,40.41,0.62,27.55,1.74,56.71,115.0
158.6,106.89,1.75,0.0,9.11,9.03,2466.17,6.43,9.68,44.82,49.77,47.02,40.43,0.63,27.35,1.72,56.76,115.0
158.59,106.87,1.76,0.0,9.12,9.04,2466.24,6.44,9.69,44.84,49.78,47.04,40.41,0.62,27.43,1.73,56.91,115.0
158.6,106.92,1.75,0.0,9.12,9.04,2467.52,6.44,9.69,44.83,49.78,47.03,40.41,0.62,27.3,1.73,56.79,115.0
158.61,106.91,1.75,0.0,9.12,9.04,2471.35,6.43,9.69,44.81,49.77,47.03,40.4,0.62,27.35,1.73,56.59,115.0
158.6,106.9,1.76,0.0,9.13,9.05,2477.02,6.42,9.69,44.8,49.76,47.02,40.35,0.61,27.69,1.74,56.35,115.0
158.62,106.91,1.75,0.0,9.13,9.04,2474.56,6.43,9.69,44.8,49.75,47.03,40.33,0.61,27.89,1.75,56.56,115.0
158.52,107.16,1.76,0.0,9.13,9.05,2472.76,6.47,9.7,44.79,49.75,47.0,40.36,0.61,27.71,1.74,57.36,115.0
158.55,107.19,1.76,0.0,9.13,9.04,2473.1,6.46,9.69,44.78,49.74,47.04,40.44,0.61,27.47,1.73,57.29,115.0
158.55,107.19,1.76,0.0,9.13,9.04,2473.38,6.46,9.69,44.77,49.74,47.06,40.42,0.62,27.49,1.74,57.29,115.0
158.54,107.18,1.76,0.0,9.13,9.05,2473.72,6.47,9.69,44.76,49.73,47.04,40.39,0.62,27.49,1.74,57.39,115.0
158.53,107.2,1.76,0.0,9.13,9.05,2475.26,6.46,9.69,44.74,49.72,47.02,40.35,0.61,27.52,1.74,57.18,115.0
158.53,107.2,1.76,0.0,9.13,9.05,2474.49,6.47,9.69,44.73,49.71,47.01,40.28,0.6,27.78,1.75,57.34,115.0
158.52,107.21,1.77,0.0,9.13,9.05,2475.14,6.46,9.69,44.74,49.71,46.99,40.27,0.61,27.75,1.75,57.25,115.0
158.55,107.23,1.77,0.0,9.13,9.05,2475.93,6.46,9.69,44.7,49.7,46.98,40.26,0.61,27.75,1.75,57.16,115.0
158.53,107.17,1.76,0.0,9.13,9.05,2476.55,6.46,9.69,44.7,49.69,46.96,40.28,0.61,27.64,1.74,57.21,115.0
158.56,107.2,1.76,0.0,9.14,9.05,2476.76,6.47,9.69,44.72,49.7,46.97,40.26,0.61,27.74,1.75,57.32,115.0
158.51,107.41,1.76,0.0,9.14,9.05,2474.78,6.48,9.69,44.72,49.7,46.96,40.29,0.62,27.58,1.74,57.69,115.0
158.52,107.44,1.76,0.0,9.14,9.05,2475.37,6.49,9.69,44.71,49.69,46.95,40.27,0.62,27.65,1.75,57.7,115.0
158.53,107.45,1.76,0.0,9.14,9.06,2476.43,6.48,9.69,44.69,49.69,46.94,40.25,0.61,27.63,1.75,57.67,115.0
158.51,107.4,1.76,0.0,9.14,9.06,2473.62,6.47,9.7,44.67,49.68,46.94,40.24,0.62,27.6,1.75,57.61,115.0
158.52,107.43,1.76,0.0,9.14,9.06,2472.94,6.48,9.7,44.65,49.68,46.91,40.21,0.62,27.69,1.75,57.67,115.0
158.49,107.43,1.76,0.0,9.14,9.06,2473.45,6.48,9.7,44.65,49.66,46.89,40.23,0.62,27.57,1.74,57.77,115.0
158.51,107.44,1.76,0.0,9.14,9.06,2474.58,6.48,9.7,44.63,49.64,46.91,40.26,0.62,27.47,1.74,57.66,115.0
158.52,107.46,1.77,0.0,9.14,9.05,2476.05,6.47,9.69,44.62,49.63,46.93,40.26,0.62,27.53,1.74,57.61,115.0
158.51,107.43,1.77,0.0,9.14,9.06,2477.05,6.48,9.7,44.63,49.64,46.89,40.23,0.62,27.45,1.74,57.58,115.0
158.53,107.47,1.76,0.0,9.15,9.06,2477.41,6.47,9.7,44.63,49.63,46.87,40.16,0.62,27.66,1.75,57.58,115.0
158.47,107.58,1.77,0.0,9.15,9.06,2475.56,6.47,9.7,44.6,49.63,46.86,40.13,0.61,27.73,1.76,57.49,115.0
158.48,107.6,1.76,0.0,9.15,9.06,2476.75,6.46,9.7,44.59,49.61,46.83,40.09,0.61,27.77,1.76,57.45,115.0
158.46,107.57,1.76,0.0,9.15,9.06,2471.42,6.47,9.7,44.58,49.6,46.82,40.09,0.61,27.76,1.76,57.7,115.0
158.48,107.6,1.76,0.0,9.14,9.06,2469.67,6.47,9.7,44.57,49.59,46.78,40.12,0.61,27.51,1.74,57.76,115.0
158.47,107.57,1.76,0.0,9.14,9.05,2469.1,6.47,9.69,44.57,49.58,46.78,40.12,0.61,27.55,1.74,57.64,115.0
158.45,107.59,1.76,0.0,9.14,9.05,2467.36,6.48,9.69,44.57,49.58,46.81,40.08,0.61,27.75,1.75,57.83,115.0
158.47,107.57,1.77,0.0,9.14,9.06,2467.61,6.49,9.69,44.54,49.57,46.8,40.04,0.62,27.89,1.76,58.02,115.0
158.48,107.58,1.76,0.0,9.14,9.05,2468.13,6.48,9.69,44.53,49.55,46.78,40.1,0.67,27.63,1.74,57.93,115.0
158.49,107.6,1.77,0.0,9.15,9.06,2468.31,6.47,9.69,44.5,49.54,46.76,40.0,0.69,27.83,1.76,57.84,115.0
158.51,107.61,1.77,0.0,9.15,9.06,2471.1,6.48,9.7,44.46,49.55,46.73,40.0,0.62,27.68,1.76,57.85,115.0
158.9,107.88,1.81,0.0,9.14,9.06,2461.54,6.68,9.7,44.47,49.55,46.73,40.01,0.62,27.73,1.76,59.98,115.0
159.1,107.26,1.79,0.0,9.14,9.06,2464.35,6.63,9.7,44.53,49.56,46.74,40.04,0.62,27.7,1.75,58.7,115.0
159.09,107.22,1.81,0.0,9.14,9.05,2460.07,6.63,9.69,44.57,49.59,46.76,40.02,0.61,27.81,1.76,58.76,115.0
159.1,107.26,1.82,0.0,9.14,9.05,2459.9,6.63,9.69,44.57,49.6,46.81,40.05,0.62,27.77,1.77,58.81,115.0
159.11,107.27,1.8,0.0,9.14,9.05,2460.76,6.63,9.69,44.59,49.63,46.8,40.02,0.61,27.79,1.77,58.85,115.0
159.11,107.24,1.81,0.0,9.14,9.05,2461.96,6.63,9.69,44.61,49.65,46.81,40.04,0.62,27.78,1.77,58.81,115.0
159.07,107.21,1.8,0.0,9.13,9.05,2459.26,6.63,9.69,44.61,49.65,46.86,40.06,0.62,27.86,1.78,58.89,115.0
159.11,107.23,1.8,0.0,9.14,9.05,2463.54,6.63,9.7,44.62,49.66,46.83,40.08,0.62,27.69,1.76,58.77,115.0
159.11,107.25,1.8,0.0,9.14,9.06,2466.49,6.63,9.7,44.61,49.67,46.86,40.14,0.61,27.48,1.76,58.7,115.0
159.12,107.26,1.79,0.0,9.14,9.06,2469.53,6.63,9.7,44.62,49.67,46.87,40.11,0.61,27.64,1.76,58.6,115.0
159.11,107.23,1.8,0.0,9.15,9.06,2471.49,6.65,9.7,44.63,49.67,46.89,40.09,0.61,27.75,1.78,58.71,115.0
159.03,107.52,1.8,0.0,9.15,9.06,2471.33,6.67,9.7,44.62,49.69,46.9,40.14,0.61,27.6,1.77,59.29,115.0
159.0,107.49,1.81,0.0,9.15,9.06,2471.8,6.67,9.7,44.64,49.69,46.89,40.1,0.61,27.72,1.78,59.35,115.0
159.0,107.48,1.81,0.0,9.14,9.06,2470.92,6.67,9.7,44.63,49.7,46.91,40.06,0.61,28.05,1.79,59.32,115.0
159.01,107.5,1.81,0.0,9.14,9.06,2470.19,6.66,9.7,44.64,49.69,46.91,40.13,0.61,27.75,1.77,59.27,115.0
159.01,107.5,1.81,0.0,9.14,9.05,2470.86,6.67,9.7,44.63,49.7,46.93,40.11,0.61,27.7,1.78,59.36,115.0
159.0,107.51,1.8,0.0,9.14,9.06,2469.79,6.67,9.7,44.64,49.69,46.89,40.09,0.61,27.65,1.78,59.37,115.0
159.02,107.53,1.8,0.0,9.15,9.06,2467.56,6.66,9.7,44.64,49.69,46.87,40.02,0.61,27.86,1.79,59.27,115.0
158.99,107.48,1.8,0.0,9.14,9.06,2468.35,6.66,9.7,44.61,49.68,46.93,40.08,0.61,27.83,1.79,59.4,115.0
159.01,107.49,1.8,0.0,9.14,9.06,2470.37,6.67,9.7,44.62,49.67,46.93,40.06,0.61,27.92,1.8,59.37,115.0
159.0,107.47,1.8,0.0,9.14,9.06,2471.59,6.67,9.7,44.62,49.67,46.91,40.05,0.61,27.84,1.79,59.36,115.0
158.93,107.73,1.8,0.0,9.15,9.06,2466.49,6.68,9.7,44.62,49.68,46.85,40.03,0.6,27.75,1.78,59.82,115.0
158.94,107.71,1.8,0.0,9.15,9.06,2465.65,6.69,9.71,44.61,49.68,46.86,40.05,0.6,27.69,1.78,59.91,115.0
158.95,107.73,1.8,0.0,9.14,9.06,2467.44,6.69,9.71,44.6,49.68,46.88,40.1,0.6,27.63,1.77,59.87,115.0
158.96,107.74,1.79,0.0,9.14,9.05,2467.43,6.68,9.7,44.6,49.67,46.9,40.08,0.6,27.77,1.79,59.71,115.0
158.95,107.75,1.8,0.0,9.14,9.06,2466.98,6.69,9.7,44.57,49.67,46.89,40.04,0.6,27.8,1.79,59.86,115.0
158.94,107.74,1.81,0.0,9.15,9.06,2467.96,6.68,9.7,44.56,49.67,46.86,40.06,0.61,27.75,1.78,59.79,115.0
158.95,107.76,1.81,0.0,9.14,9.06,2469.34,6.68,9.7,44.56,49.65,46.86,40.08,0.59,27.74,1.77,59.75,115.0
158.96,107.76,1.8,0.0,9.14,9.05,2469.07,6.67,9.7,44.59,49.66,46.85,40.09,0.61,27.64,1.77,59.66,115.0
158.94,107.72,1.81,0.0,9.14,9.05,2468.55,6.68,9.7,44.6,49.66,46.88,40.08,0.61,27.7,1.78,59.75,115.0
158.94,107.72,1.8,0.0,9.13,9.05,2468.2,6.67,9.69,44.59,49.65,46.87,40.06,0.61,27.69,1.78,59.73,115.0
158.9,107.89,1.8,0.0,9.13,9.05,2467.78,6.67,9.69,44.61,49.66,46.84,40.06,0.6,27.57,1.77,59.72,115.0
158.92,107.91,1.8,0.0,9.13,9.05,2467.48,6.66,9.69,44.59,49.63,46.86,40.11,0.6,27.41,1.77,59.6,115.0
158.91,107.91,1.8,0.0,9.14,9.06,2465.18,6.67,9.7,44.61,49.64,46.83,40.08,0.6,27.4,1.76,59.7,115.0
158.91,107.87,1.81,0.0,9.14,9.06,2463.29,6.68,9.69,44.6,49.66,46.8,40.04,0.61,27.5,1.77,59.95,115.0
158.9,107.87,1.81,0.0,9.14,9.06,2464.24,6.67,9.69,44.58,49.65,46.84,40.02,0.61,27.7,1.78,59.76,115.0
158.91,107.92,1.8,0.0,9.14,9.05,2465.22,6.67,9.69,44.54,49.64,46.83,40.01,0.61,27.67,1.78,59.71,115.0
158.91,107.89,1.8,0.0,9.14,9.06,2466.47,6.68,9.7,44.52,49.62,46.82,40.03,0.6,27.51,1.78,59.73,115.0
158.91,107.91,1.8,0.0,9.14,9.06,2465.2,6.69,9.7,44.52,49.6,46.81,40.03,0.61,27.52,1.77,59.92,115.0
158.91,107.91,1.8,0.0,9.14,9.06,2465.24,6.67,9.7,44.52,49.59,46.8,40.02,0.6,27.55,1.77,59.75,115.0
158.92,107.9,1.81,0.0,9.15,9.06,2466.0,6.68,9.7,44.53,49.6,46.78,40.01,0.6,27.68,1.77,59.97,115.0
158.83,107.91,1.8,0.0,9.15,9.07,2466.34,6.67,9.7,44.49,49.58,46.77,40.02,0.6,27.67,1.76,59.77,100.0
158.93,107.89,1.8,0.0,9.15,9.07,2468.5,6.67,9.7,44.48,49.57,46.78,40.02,0.6,27.61,1.77,59.74,100.0
158.92,107.89,1.79,0.0,9.16,9.07,2468.44,6.67,9.69,44.48,49.56,46.74,39.97,0.61,27.61,1.77,59.73,100.0
158.92,107.89,1.8,0.0,9.16,9.07,2469.95,6.66,9.69,44.48,49.56,46.73,39.92,0.6,27.77,1.78,59.56,100.0
158.93,107.89,1.8,0.0,9.16,9.07,2470.1,6.67,9.7,44.44,49.54,46.75,39.9,0.61,27.92,1.79,59.69,100.0
158.93,107.91,1.8,0.0,9.16,9.07,2469.56,6.66,9.71,44.43,49.51,46.74,39.93,0.6,27.64,1.78,59.55,100.0
158.93,107.89,1.8,0.0,9.16,9.08,2469.54,6.66,9.71,44.44,49.51,46.69,39.85,0.6,27.8,1.79,59.56,100.0
158.92,107.89,1.79,0.0,9.17,9.08,2472.05,6.66,9.72,44.41,49.5,46.7,39.9,0.6,27.65,1.78,59.54,100.0
158.95,107.92,1.8,0.0,9.17,9.08,2469.94,6.66,9.72,44.41,49.47,46.69,39.87,0.6,27.75,1.78,59.64,100.0
158.95,107.91,1.8,0.0,9.16,9.08,2467.69,6.68,9.71,44.41,49.47,46.68,39.92,0.6,27.61,1.77,59.87,100.0
158.36,107.51,1.73,0.0,9.16,9.08,2497.21,6.4,9.71,44.38,49.44,46.67,39.95,0.59,27.44,1.76,56.49,100.0
158.53,106.92,1.72,0.0,9.18,9.09,2496.26,6.35,9.72,44.28,49.39,46.6,39.85,0.61,27.54,1.77,55.39,100.0
158.54,106.92,1.73,0.0,9.19,9.1,2497.31,6.35,9.73,44.23,49.31,46.5,39.84,0.61,27.29,1.74,55.37,100.0
158.53,106.93,1.73,0.0,9.19,9.11,2496.82,6.35,9.73,44.2,49.24,46.45,39.79,0.61,27.39,1.75,55.37,100.0
158.55,106.93,1.73,0.0,9.18,9.1,2494.8,6.33,9.72,44.16,49.2,46.44,39.77,0.61,27.45,1.75,55.26,100.0
158.55,106.96,1.72,0.0,9.19,9.1,2496.54,6.33,9.73,44.15,49.19,46.4,39.72,0.61,27.5,1.75,55.15,100.0
158.55,106.94,1.72,0.0,9.19,9.11,2495.83,6.33,9.73,44.11,49.17,46.37,39.67,0.61,27.58,1.76,55.24,100.0
158.55,106.93,1.71,0.0,9.19,9.1,2496.74,6.33,9.73,44.09,49.15,46.36,39.67,0.61,27.61,1.75,55.17,100.0
158.55,106.96,1.72,0.0,9.19,9.11,2497.68,6.33,9.74,44.1,49.14,46.33,39.69,0.61,27.42,1.74,55.22,100.0
158.55,106.96,1.73,0.0,9.19,9.1,2495.46,6.33,9.73,44.1,49.12,46.34,39.66,0.61,27.6,1.75,55.22,100.0
158.56,106.94,1.74,0.0,9.19,9.1,2490.49,6.33,9.73,44.1,49.11,46.35,39.64,0.61,27.72,1.76,55.45,100.0
158.44,107.18,1.74,0.0,9.18,9.1,2489.71,6.36,9.73,44.09,49.09,46.36,39.73,0.61,27.48,1.74,56.08,100.0
158.45,107.17,1.74,0.0,9.18,9.1,2489.79,6.36,9.73,44.11,49.1,46.36,39.71,0.61,27.58,1.74,56.09,100.0
158.46,107.19,1.73,0.0,9.18,9.1,2490.08,6.35,9.72,44.1,49.11,46.36,39.65,0.62,27.76,1.76,55.91,100.0
158.45,107.18,1.73,0.0,9.18,9.1,2491.65,6.35,9.73,44.07,49.1,46.35,39.71,0.62,27.35,1.74,55.82,100.0
158.46,107.16,1.73,0.0,9.19,9.1,2491.45,6.36,9.73,44.08,49.09,46.36,39.72,0.62,27.32,1.74,55.98,100.0
158.46,107.17,1.73,0.0,9.18,9.1,2491.82,6.37,9.73,44.1,49.09,46.37,39.75,0.63,27.19,1.74,56.11,100.0
158.46,107.2,1.73,0.0,9.19,9.1,2493.96,6.36,9.73,44.12,49.1,46.37,39.78,0.62,27.09,1.73,55.94,100.0
158.45,107.2,1.74,0.0,9.18,9.1,2493.0,6.36,9.72,44.12,49.1,46.38,39.81,0.62,27.01,1.72,55.96,100.0
158.45,107.16,1.73,0.0,9.19,9.1,2492.58,6.37,9.72,44.16,49.12,46.39,39.8,0.61,27.14,1.72,56.08,100.0
158.46,107.16,1.73,0.0,9.18,9.1,2490.44,6.37,9.72,44.15,49.12,46.41,39.85,0.62,27.07,1.72,56.05,100.0
158.38,107.35,1.73,0.0,9.18,9.09,2489.33,6.37,9.73,44.17,49.13,46.41,39.85,0.62,27.11,1.72,56.42,100.0
158.38,107.38,1.74,0.0,9.18,9.1,2489.89,6.37,9.73,44.18,49.14,46.42,39.76,0.61,27.46,1.74,56.33,100.0
158.39,107.38,1.73,0.0,9.18,9.1,2491.75,6.37,9.73,44.15,49.14,46.46,39.75,0.61,27.65,1.76,56.16,100.0
158.38,107.37,1.74,0.0,9.18,9.1,2491.51,6.37,9.73,44.13,49.14,46.43,39.7,0.61,27.71,1.76,56.24,100.0
158.38,107.35,1.75,0.02,9.19,9.1,2493.64,6.38,9.74,44.12,49.13,46.39,39.77,0.6,27.34,1.74,56.27,100.0
158.41,107.36,1.75,0.0,9.19,9.1,2494.46,6.37,9.74,44.15,49.14,46.42,39.73,0.61,27.51,1.75,56.22,100.0
158.41,107.39,1.75,0.0,9.19,9.1,2494.55,6.37,9.73,44.13,49.15,46.42,39.67,0.61,27.75,1.77,56.15,100.0
158.38,107.37,1.74,0.0,9.18,9.1,2490.49,6.37,9.73,44.11,49.13,46.41,39.67,0.61,27.7,1.77,56.25,100.0
158.4,107.38,1.75,0.0,9.18,9.1,2490.83,6.37,9.73,44.11,49.1,46.39,39.72,0.61,27.48,1.75,56.23,100.0
158.39,107.35,1.75,0.0,9.18,9.1,2490.59,6.37,9.73,44.12,49.11,46.37,39.73,0.61,27.34,1.74,56.36,100.0
158.35,107.52,1.74,0.0,9.18,9.1,2490.79,6.36,9.73,44.12,49.1,46.39,39.76,0.61,27.37,1.74,56.25,100.0
158.38,107.54,1.73,0.0,9.19,9.11,2496.11,6.37,9.74,44.13,49.11,46.37,39.77,0.62,27.29,1.73,56.19,100.0
